###player.png
##1 //EntityIdentificator::POPO
#0 //STAND_BY_RIGHT
#28 //SIDE_WALL_BROWN_LEFT_STICKY
80 80 0 0 400 88 80 80 0 0 0 80 80
##16 //EntityIdentificator::SIDE_WALL_BROWN_RIGHT
#29 //SIDE_WALL_BROWN_RIGHT_STICKY
80 80 0 0 480 88 80 80 0 0 0 80 80
##17 //EntityIdentificator::SIDE_WALL_BLUE_LEFT
#30 //SIDE_WALL_BLUE_LEFT_STICKY
96 80 0 0 336 256 96 80 0 0 0 96 80
##18 //EntityIdentificator::SIDE_WALL_BLUE_RIGHT
#31 //SIDE_WALL_BLUE_RIGHT_STICKY
96 80 0 0 448 256 96 80 0 0 0 96 80
##19 //EntityIdentificator::SIDE_WALL_BLUE_COLUMNS_LEFT
#32 //SIDE_WALL_BLUE_COLUMNS_LEFT_STICKY
112 84 0 0 112 252 112 84 0 0 0 96 80
##20 //EntityIdentificator::SIDE_WALL_BLUE_COLUMNS_RIGHT
#33 //SIDE_WALL_BLUE_COLUMNS_RIGHT_STICKY
112 84 0 0 224 252 112 84 0 0 0 96 80
##21 //EntityIdentificator::BRICK_BLUE_CONVEYOR_BELT_RIGHT
#34 //BRICK_BLUE_CONVEYOR_BELT_RIGHT_STICKY
16 16 0 0 0 280 16 16 0 0 0 16 16
#35 //BRICK_BLUE_CONVEYOR_BELT_RIGHT_FALLING
16 16 0 0 32 232 16 16 350 0 0 16 16
16 16 0 0 48 232 16 16 500 0 0 16 16
16 16 0 0 64 232 16 16 5000 0 0 16 16
##22 //EntityIdentificator::BRICK_BLUE_CONVEYOR_BELT_LEFT
#36 //BRICK_BLUE_CONVEYOR_BELT_LEFT_STICKY
16 16 0 0 16 280 16 16 0 0 0 16 16
#37 //BRICK_BLUE_CONVEYOR_BELT_LEFT_FALLING
16 16 0 0 32 232 16 16 350 0 0 16 16
16 16 0 0 48 232 16 16 500 0 0 16 16
16 16 0 0 64 232 16 16 5000 0 0 16 16
##23 //EntityIdentificator::BRICK_BROWN_CONVEYOR_BELT_RIGHT
#38 //BRICK_BROWN_CONVEYOR_BELT_RIGHT_STICKY
16 16 0 0 0 296 16 16 0 0 0 16 16
#39 //BRICK_BROWN_CONVEYOR_BELT_RIGHT_FALLING
16 16 0 0 32 248 16 16 350 0 0 16 16
16 16 0 0 48 248 16 16 500 0 0 16 16
16 16 0 0 64 248 16 16 5000 0 0 16 16
##24 //EntityIdentificator::BRICK_BROWN_CONVEYOR_BELT_LEFT
#40 //BRICK_BROWN_CONVEYOR_BELT_LEFT_STICKY
16 16 0 0 16 296 16 16 0 0 0 16 16
#41 //BRICK_BROWN_CONVEYOR_BELT_LEFT_FALLING
16 16 0 0 32 248 16 16 350 0 0 16 16
16 16 0 0 48 248 16 16 500 0 0 16 16
16 16 0 0 64 248 16 16 5000 0 0 16 16
##25 //EntityIdentificator::BRICK_GREEN_CONVEYOR_BELT_RIGHT
#42 //BRICK_GREEN_CONVEYOR_BELT_RIGHT_STICKY
16 16 0 0 0 264 16 16 0 0 0 16 16
#43 //BRICK_GREEN_CONVEYOR_BELT_RIGHT_FALLING
16 16 0 0 32 216 16 16 350 0 0 16 16
16 16 0 0 48 216 16 16 500 0 0 16 16
16 16 0 0 64 216 16 16 5000 0 0 16 16
##26 //EntityIdentificator::BRICK_GREEN_CONVEYOR_BELT_LEFT
#44 //BRICK_GREEN_CONVEYOR_BELT_LEFT_STICKY
16 16 0 0 16 264 16 16 0 0 0 16 16
#45 //BRICK_GREEN_CONVEYOR_BELT_LEFT_FALLING
16 16 0 0 32 216 16 16 350 0 0 16 16
16 16 0 0 48 216 16 16 500 0 0 16 16
16 16 0 0 64 216 16 16 5000 0 0 16 16
##27 //EntityIdentificator::BRICK_GREEN_UNBREAKABLE
#46 //BRICK_GREEN_UNBREAKABLE_STICKY
16 16 0 0 80 216 16 16 0 0 0 16 16
##28 //EntityIdentificator::BRICK_BROWN_UNBREAKABLE
#47 //BRICK_BROWN_UNBREAKABLE_STICKY
16 16 0 0 80 248 16 16 0 0 0 16 16
##29 //EntityIdentificator::BRICK_BLUE_UNBREAKABLE
#48 //BRICK_BLUE_UNBREAKABLE_STICKY
16 16 0 0 80 232 16 16 0 0 0 16 16
##30 //EntityIdentificator::BRICK_BLUE_CONVEYOR_BELT_RIGHT_UNBREAKABLE
#49 //BRICK_BLUE_CONVEYOR_BELT_RIGHT_UNBREAKABLE_STICKY
16 16 0 0 0 328 16 16 0 0 0 16 16
##31 //EntityIdentificator::BRICK_BLUE_CONVEYOR_BELT_LEFT_UNBREAKABLE
#50 //BRICK_BLUE_CONVEYOR_BELT_LEFT_UNBREAKABLE_STICKY
16 16 0 0 16 328 16 16 0 0 0 16 16
##32 //EntityIdentificator::BRICK_GREEN_CONVEYOR_BELT_RIGHT_UNBREAKABLE
#51 //BRICK_GREEN_CONVEYOR_BELT_RIGHT_UNBREAKABLE_STICKY
16 16 0 0 0 312 16 16 0 0 0 16 16
##33 //EntityIdentificator::BRICK_GREEN_CONVEYOR_BELT_LEFT_UNBREAKABLE
#52 //BRICK_GREEN_CONVEYOR_BELT_LEFT_UNBREAKABLE_STICKY
16 16 0 0 16 312 16 16 0 0 0 16 16
##34 //EntityIdentificator::BRICK_BROWN_CONVEYOR_BELT_RIGHT_UNBREAKABLE
#53 //BRICK_BROWN_CONVEYOR_BELT_RIGHT_UNBREAKABLE_STICKY
16 16 0 0 0 344 16 16 0 0 0 16 16
##35 //EntityIdentificator::BRICK_BROWN_CONVEYOR_BELT_LEFT_UNBREAKABLE
#54 //BRICK_BROWN_CONVEYOR_BELT_LEFT_UNBREAKABLE_STICKY
16 16 0 0 16 344 16 16 0 0 0 16 16
##36 //EntityIdentificator::CLOUD_SMALL
#55 //CLOUD_SMALL_FLYING
54 16 0 0 96 232 54 16 0 0 0 54 16
##37 //EntityIdentificator::CLOUD_BIG
#56 //CLOUD_BIG_FLYING
86 16 0 0 96 216 86 16 0 0 0 86 16
##38 //EntityIdentificator::CLOUD_TINY
#57 //CLOUD_TINY_FLYING
38 16 0 0 160 232 38 16 0 0 0 38 16
##39 //EntityIdentificator::SIDE_WALL_ICE_MODEL_A_UNBREAKABLE
#58 //SIDE_WALL_ICE_MODEL_A_UNBREAKABLE_STICKY
48 16 0 0 208 216 48 16 0 0 0 48 16
##40 //EntityIdentificator::SIDE_WALL_ICE_MODEL_B_UNBREAKABLE
#59 //SIDE_WALL_ICE_MODEL_B_UNBREAKABLE_STICKY
48 16 0 0 208 232 48 16 0 0 0 48 16
##41 //EntityIdentificator::TOPI
#60 //TOPI_WALK_TO_RIGHT
32 32 0 0 304 112 32 32 70 0 0 32 32
32 32 0 0 336 112 32 32 70 0 0 32 32
32 32 0 0 368 112 32 32 70 0 0 32 32
#61 //TOPI_WALK_TO_LEFT
32 32 0 0 304 80 32 32 70 0 0 32 32
32 32 0 0 336 80 32 32 70 0 0 32 32
32 32 0 0 368 80 32 32 70 0 0 32 32
#62 //TOPI_RUN_TO_RIGHT
32 32 0 0 304 112 32 32 70 0 0 32 32
32 32 0 0 336 112 32 32 70 0 0 32 32
32 32 0 0 368 112 32 32 70 0 0 32 32
#63 //TOPI_RUN_TO_LEFT
32 32 0 0 304 80 32 32 70 0 0 32 32
32 32 0 0 336 80 32 32 70 0 0 32 32
32 32 0 0 368 80 32 32 70 0 0 32 32
#64 //TOPI_FALL_DAZED_RIGHT
32 32 0 0 272 112 32 32 0 4 0 28 32
#65 //TOPI_FALL_DAZED_LEFT
32 32 0 0 272 80 32 32 0 4 0 28 32
#66 //RUN_DAZED_RIGHT
32 32 0 0 272 80 32 32 200 0 0 32 32
32 32 0 0 272 112 32 32 200 0 0 32 32
#67 //RUN_DAZED_LEFT
32 32 0 0 272 112 32 32 200 0 0 32 32
32 32 0 0 272 80 32 32 200 0 0 32 32
##42 //EntityIdentificator::ICE
#68 //ICE_STICKY
16 32 0 0 256 112 16 32 0 0 0 16 32
##43 //EntityIdentificator::WATER
#69 //WATER_STICKY
16 32 0 0 256 216 16 32 0 0 0 16 32
##44 //EntityIdentificator::BONUS_STAGE_TEXT
#70 //BONUS_STAGE_TEXT_STICKY
192 16 0 0 112 336 192 16 0 0 0 192 16
##45 //EntityIdentificator::BONUS_STAGE_TILE_A
#71 //BONUS_STAGE_TILE_A_STICKY
16 16 0 0 80 264 16 16 0 0 0 16 16
##46 //EntityIdentificator::BONUS_STAGE_TILE_B
#72 //BONUS_STAGE_TILE_B_STICKY
16 16 0 0 80 280 16 16 0 0 0 16 16
##47 //EntityIdentificator::BONUS_STAGE_TILE_C
#73 //BONUS_STAGE_TILE_C_STICKY
16 16 0 0 80 296 16 16 0 0 0 16 16
